epoch,phase,wall_time_s,epoch_time_s
312,adam,5.239584,0.015709
313,adam,5.255489,0.015904
314,adam,5.271222,0.015733
315,adam,5.286984,0.015763
316,adam,5.302599,0.015614
317,adam,5.318209,0.015610
318,adam,5.334110,0.015900
319,adam,5.349675,0.015565
320,adam,5.365737,0.016062
321,adam,5.381715,0.015978
322,adam,5.397788,0.016073
323,adam,5.413625,0.015837
324,adam,5.429288,0.015663
325,adam,5.445102,0.015813
326,adam,5.460855,0.015753
327,adam,5.476628,0.015773
328,adam,5.492421,0.015793
329,adam,5.509875,0.017454
330,adam,5.526872,0.016997
331,adam,5.543129,0.016257
332,adam,5.558655,0.015526
333,adam,5.574430,0.015775
334,adam,5.590208,0.015778
335,adam,5.606215,0.016007
336,adam,5.622328,0.016114
337,adam,5.638183,0.015854
338,adam,5.654309,0.016126
339,adam,5.670522,0.016214
340,adam,5.686421,0.015898
341,adam,5.702580,0.016159
342,adam,5.718806,0.016226
343,adam,5.736917,0.018111
344,adam,5.756381,0.019464
345,adam,5.773644,0.017263
346,adam,5.790741,0.017097
347,adam,5.808378,0.017637
348,adam,5.825000,0.016622
349,adam,5.841854,0.016853
350,adam,5.858862,0.017008
351,adam,5.875598,0.016737
352,adam,5.893732,0.018133
353,adam,5.911191,0.017459
354,adam,5.928859,0.017668
355,adam,5.945556,0.016697
356,adam,5.962559,0.017003
357,adam,5.979203,0.016644
358,adam,5.996272,0.017069
359,adam,6.012919,0.016647
360,adam,6.029909,0.016991
361,adam,6.046533,0.016623
362,adam,6.063396,0.016863
363,adam,6.080347,0.016951
364,adam,6.097317,0.016970
365,adam,6.114245,0.016928
366,adam,6.131135,0.016890
367,adam,6.148186,0.017051
368,adam,6.165133,0.016947
369,adam,6.181988,0.016855
370,adam,6.199044,0.017057
371,adam,6.216076,0.017032
372,adam,6.232813,0.016736
373,adam,6.250828,0.018015
374,adam,6.268375,0.017546
375,adam,6.286018,0.017643
376,adam,6.304097,0.018079
377,adam,6.321754,0.017657
378,adam,6.339692,0.017939
379,adam,6.357299,0.017607
380,adam,6.375183,0.017884
381,adam,6.392871,0.017688
382,adam,6.410708,0.017837
383,adam,6.428368,0.017660
384,adam,6.446970,0.018602
385,adam,6.464461,0.017491
386,adam,6.480698,0.016236
387,adam,6.496900,0.016202
388,adam,6.512544,0.015645
389,adam,6.528416,0.015872
390,adam,6.543879,0.015463
391,adam,6.559869,0.015991
392,adam,6.575872,0.016003
393,adam,6.591836,0.015964
394,adam,6.607922,0.016086
395,adam,6.623721,0.015799
396,adam,6.639322,0.015601
397,adam,6.655293,0.015970
398,adam,6.671320,0.016027
399,adam,6.686940,0.015620
400,adam,6.703184,0.016244
401,adam,6.721759,0.018575
402,adam,6.739346,0.017587
403,adam,6.756616,0.017270
404,adam,6.773848,0.017232
405,adam,6.790961,0.017113
406,adam,6.808426,0.017466
407,adam,6.825945,0.017518
408,adam,6.843196,0.017251
409,adam,6.860414,0.017217
410,adam,6.878095,0.017682
411,adam,6.895108,0.017012
412,adam,6.912339,0.017231
413,adam,6.929506,0.017167
414,adam,6.946811,0.017305
415,adam,6.963843,0.017031
416,adam,6.981159,0.017316
417,adam,6.997758,0.016599
418,adam,7.014908,0.017150
419,adam,7.032053,0.017145
420,adam,7.049154,0.017102
421,adam,7.066121,0.016967
422,adam,7.083126,0.017005
423,adam,7.100088,0.016962
424,adam,7.117054,0.016965
425,adam,7.134166,0.017112
426,adam,7.151288,0.017122
427,adam,7.168198,0.016909
428,adam,7.185178,0.016980
429,adam,7.202482,0.017305
430,adam,7.223713,0.021230
431,adam,7.243824,0.020112
432,adam,7.263438,0.019614
433,adam,7.280428,0.016991
434,adam,7.297655,0.017226
435,adam,7.314537,0.016882
436,adam,7.331573,0.017036
437,adam,7.348607,0.017034
438,adam,7.365919,0.017312
439,adam,7.383735,0.017816
440,adam,7.401605,0.017871
441,adam,7.418862,0.017256
442,adam,7.435955,0.017093
443,adam,7.453096,0.017141
444,adam,7.470305,0.017209
445,adam,7.487136,0.016831
446,adam,7.504135,0.016998
447,adam,7.520934,0.016799
448,adam,7.538190,0.017256
449,adam,7.555151,0.016961
450,adam,7.572244,0.017093
451,adam,7.589331,0.017086
452,adam,7.606465,0.017134
453,adam,7.623651,0.017186
454,adam,7.640685,0.017033
455,adam,7.657542,0.016858
456,adam,7.674678,0.017136
457,adam,7.691703,0.017024
458,adam,7.708819,0.017116
459,adam,7.725703,0.016884
460,adam,7.742680,0.016977
461,adam,7.759642,0.016962
462,adam,7.776591,0.016949
463,adam,7.793690,0.017099
464,adam,7.810900,0.017210
465,adam,7.827768,0.016868
466,adam,7.844640,0.016873
467,adam,7.861463,0.016823
468,adam,7.878556,0.017092
469,adam,7.895545,0.016989
470,adam,7.912613,0.017068
471,adam,7.929801,0.017188
472,adam,7.946825,0.017024
473,adam,7.964029,0.017204
474,adam,7.981206,0.017178
475,adam,7.998304,0.017098
476,adam,8.015256,0.016952
477,adam,8.032435,0.017179
478,adam,8.049501,0.017067
479,adam,8.066633,0.017132
480,adam,8.083846,0.017213
481,adam,8.100753,0.016907
482,adam,8.117940,0.017186
483,adam,8.135095,0.017155
484,adam,8.152171,0.017076
485,adam,8.169011,0.016840
486,adam,8.186174,0.017163
487,adam,8.203116,0.016942
488,adam,8.220291,0.017175
489,adam,8.237656,0.017365
490,adam,8.254534,0.016878
491,adam,8.271404,0.016870
492,adam,8.288590,0.017186
493,adam,8.305862,0.017272
494,adam,8.322734,0.016872
495,adam,8.339848,0.017114
496,adam,8.356954,0.017106
497,adam,8.374213,0.017259
498,adam,8.391120,0.016907
499,adam,8.407931,0.016811
500,adam,8.425334,0.017403
501,adam,8.442341,0.017008
502,adam,8.459368,0.017027
503,adam,8.477337,0.017969
504,adam,8.495004,0.017667
505,adam,8.512200,0.017196
506,adam,8.529373,0.017173
507,adam,8.546365,0.016992
508,adam,8.563541,0.017177
509,adam,8.580711,0.017170
510,adam,8.597821,0.017110
511,adam,8.615021,0.017200
512,adam,8.632158,0.017137
513,adam,8.649362,0.017204
514,adam,8.666659,0.017298
515,adam,8.683832,0.017172
516,adam,8.700913,0.017081
517,adam,8.717933,0.017020
518,adam,8.735066,0.017133
519,adam,8.752070,0.017004
520,adam,8.769194,0.017124
521,adam,8.786154,0.016960
